Original Input,Canonical Name,Is Valid,Requires Review,Review Reason,Clusters,Cluster Names,Domain IDs,Domain Names
Measurement And Math,Measurement and Mathematics,false,true,Too broad and foundational; not a discrete professional skill,"","","",""
Bulma (Css Framework),Bulma,true,false,"",1,Software Development & Engineering,1,Technology & IT
Business Control,Business Control,true,false,"",22; 23,"Strategy & Business Management; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Cross-Geography Coordination,Cross-Geography Coordination,true,false,"",22; 32,Strategy & Business Management; Project & Program Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Diplomatic Protocols,Diplomatic Protocols,true,false,"",34; 58,Communication & Interpersonal Skills; Public Administration & Policy,6; 9,Leadership & Professional Development; Education & Human Services
Benefits Support,Benefits Support,true,false,"",27; 29,Compensation & Benefits; HR Operations & Compliance,5,Human Resources & People Operations
Mold Alignment,Mould Alignment,true,false,"",39; 44,Manufacturing & Production Operations; Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Workshop Machinery,Workshop Machinery Operation,true,true,Canonicalised to imply a skill,39; 44,Manufacturing & Production Operations; Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Mail Collection,Mail Collection,false,false,"","","","",""
Corporate Sustainability,Corporate Sustainability,true,false,"",22; 23; 42,"Strategy & Business Management; Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Behavioral Planning,Behavioural Planning,true,true,Context-dependent skill; cluster mapping is ambiguous,9; 18; 51,UX/UI Design & Research; Market Research & Consumer Insights; Allied Health & Therapeutic Services,2; 3; 8,"Design & Creative; Sales, Marketing & Customer Success; Healthcare & Life Sciences"
Cabinet Design,Cabinet Design,true,true,Cluster mapping uncertain,44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Target Acquisition,Target Acquisition,true,true,Ambiguous term (business vs. military context),15; 22,Sales & Business Development; Strategy & Business Management,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
ITIL Expertise,ITIL,true,false,"",5,IT Support & Network Administration,1,Technology & IT
Change Strategy,Change Strategy,true,false,"",22; 32,Strategy & Business Management; Project & Program Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
CAD Optimization,CAD Optimisation,true,false,"",10; 38,"Visual Design, Animation & 3D; Mechanical, Electrical & Civil Engineering",2; 7,"Design & Creative; Engineering, Manufacturing & Supply Chain"
Stone Cutting,Stone Cutting,true,false,"",44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Hotel Cleaning,Hotel Cleaning,false,false,"","","","",""
Change Management Support,Change Management,true,false,"",22; 31; 32,Strategy & Business Management; Leadership & People Management; Project & Program Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Sales Ability,Sales,true,false,"",15,Sales & Business Development,3,"Sales, Marketing & Customer Success"
Oracle Grid Control,Oracle Grid Control,true,false,"",5; 6,IT Support & Network Administration; Enterprise Systems & Applications,1,Technology & IT
Blend Creation,Blend Creation,false,true,"Ambiguous term, context is required","","","",""
Facility Maintenance,Facility Maintenance,true,false,"",25; 44,Real Estate & Property Management; Skilled Trades & Industrial Maintenance,4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Assessment Methodologies,Assessment Methodology,true,false,"",21; 32,Business Analysis & Intelligence; Project & Program Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Security Event Monitoring,Security Event Monitoring,true,false,"",4,Cybersecurity & Information Security,1,Technology & IT
Low Voltage,Low-Voltage Systems,true,false,"",38; 44,"Mechanical, Electrical & Civil Engineering; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Electrical Stimulation,Electrical Stimulation,true,false,"",51,Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Volunteer Recruiting,Volunteer Recruitment,true,false,"",26; 59,Talent Acquisition & Recruitment; Community Outreach & Social Work,5; 9,Human Resources & People Operations; Education & Human Services
Drip Irrigation,Drip Irrigation,true,true,Cluster mapping uncertain; no clear agriculture cluster,38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Client Satisfaction Analysis,Client Satisfaction Analysis,true,false,"",18; 19; 21,"Market Research & Consumer Insights; Customer Success, Service & Support; Business Analysis & Intelligence",3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Physics Engines,Physics Engine Development,true,false,"",1; 13,Software Development & Engineering; Game Design & Development,1; 2,Technology & IT; Design & Creative
Audition Coordination,Audition Coordination,true,false,"",12; 64,"Audio, Video & Media Production; Event Planning & Management",2; 10,"Design & Creative; Hospitality, Retail & Events"
JAVA Development,Java Development,true,false,"",1,Software Development & Engineering,1,Technology & IT
Microsoft Visual Studio Code,Visual Studio Code,true,false,"",1,Software Development & Engineering,1,Technology & IT
Emi/Emc Standards,EMI/EMC Standards,true,false,"",38; 43,"Mechanical, Electrical & Civil Engineering; Manufacturing Quality Control",7,"Engineering, Manufacturing & Supply Chain"
Purchasing,Purchasing,true,false,"",24,Procurement & Vendor Management,4,"Business, Finance & Legal"
GCP Engine,GCP Engine,false,true,Ambiguous term; 'Engine' in GCP is not specific,"","","",""
Critical Decision Making,Critical Decision-Making,true,false,"",22; 31; 35,Strategy & Business Management; Leadership & People Management; Personal Effectiveness & Productivity,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Asset Quality Review,Asset Quality Review,true,false,"",20; 23,"Finance & Accounting; Legal, Risk & Compliance",4,"Business, Finance & Legal"
AI Development,Artificial Intelligence Development,true,false,"",1; 3,"Software Development & Engineering; Data Science, Analytics & AI",1,Technology & IT
Environmental Remediation,Environmental Remediation,true,false,"",42,"Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Climate Modeling,Climate Modelling,true,false,"",3; 46,"Data Science, Analytics & AI; Mining & Geosciences",1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Winding Machines,Winding Machines,true,false,"",39,Manufacturing & Production Operations,7,"Engineering, Manufacturing & Supply Chain"
Advertising Knowledge,Advertising,true,true,"Broad term, could be more specific (e.g., Digital Advertising)",16; 17,"Digital Marketing & Growth; Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
G-Code Mastery,G-Code,true,false,"",39,Manufacturing & Production Operations,7,"Engineering, Manufacturing & Supply Chain"
Product Yield Maximization,Yield Optimisation,true,false,"",39; 41,"Manufacturing & Production Operations; Lean, Six Sigma & Continuous Improvement",7,"Engineering, Manufacturing & Supply Chain"
Database Utilization,Database Management,true,true,"Broad term, could be more specific (e.g., SQL, Database Administration)",3; 5,"Data Science, Analytics & AI; IT Support & Network Administration",1,Technology & IT
Social Analytics,Social Media Analytics,true,false,"",3; 16; 18,"Data Science, Analytics & AI; Digital Marketing & Growth; Market Research & Consumer Insights",1; 3,"Technology & IT; Sales, Marketing & Customer Success"
Defect Reduction,Quality Improvement,true,false,"",7; 41; 43,"Software Quality Assurance; Lean, Six Sigma & Continuous Improvement; Manufacturing Quality Control",1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
PROJECT MANAGEMENT (PART 1),Project Management,true,false,"",32,Project & Program Management,6,Leadership & Professional Development
Supervising,Supervisory Skills,true,false,"",31,Leadership & People Management,6,Leadership & Professional Development
Recruitment Technology,Recruitment Technology,true,false,"",6; 26,Enterprise Systems & Applications; Talent Acquisition & Recruitment,1; 5,Technology & IT; Human Resources & People Operations
Replication Management,Replication Management,true,false,"",2; 5,DevOps & Cloud Infrastructure; IT Support & Network Administration,1,Technology & IT
Ace Certified Personal Trainer,ACE Certified Personal Trainer,true,true,Certification that overlaps with a job title,65,"Sports, Fitness & Wellness",10,"Hospitality, Retail & Events"
Project Finalization,Project Closing,true,false,"",32,Project & Program Management,6,Leadership & Professional Development
Battery Replacement,Battery Replacement,true,true,"Context unclear (e.g., automotive, electronics, industrial)",5; 44,IT Support & Network Administration; Skilled Trades & Industrial Maintenance,1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Bank Reconciliation,Bank Reconciliation,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Fashion Branding,Fashion Branding,true,false,"",17,"Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
Science Communication,Science Communication,true,false,"",11; 34,"Content Creation, Writing & Editing; Communication & Interpersonal Skills",2; 6,Design & Creative; Leadership & Professional Development
Test Automation Basics,Test Automation,true,false,"",7,Software Quality Assurance,1,Technology & IT
Currency Trading,Currency Trading,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Private Correspondence,Private Correspondence,false,true,"Ambiguous term, not clearly a professional skill","","","",""
Cutting Assistance,Cutting Assistance,false,true,Vague or non-specific term,"","","",""
Kol Management,Key Opinion Leader Management,true,false,"",17,"Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
Palynology,Palynology,true,false,"",46,Mining & Geosciences,7,"Engineering, Manufacturing & Supply Chain"
VTC: Video Teleconference,Video Teleconferencing,true,true,Ambiguous: general communication tool or technical setup skill?,5; 34,IT Support & Network Administration; Communication & Interpersonal Skills,1; 6,Technology & IT; Leadership & Professional Development
Material Takeoffs,Material Takeoff,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
RTF: Rich Text Format,Rich Text Format,false,false,"","","","",""
Environmental Regulations,Environmental Regulations,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Job Adaptation,Job Adaptation,false,false,"","","","",""
Electrocardiogram (Ecg),ECG Interpretation,true,false,"",49; 51,Clinical Care & Nursing; Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Global Hcm,Global Human Capital Management,true,false,"",29,HR Operations & Compliance,5,Human Resources & People Operations
Fry Cooking,Fry Cooking,true,false,"",61,Culinary & Food Services,10,"Hospitality, Retail & Events"
Sponsorship Coordination,Sponsorship Coordination,true,false,"",15; 17; 64,"Sales & Business Development; Brand, Content & Communications Strategy; Event Planning & Management",3; 10,"Sales, Marketing & Customer Success; Hospitality, Retail & Events"
Crypto,Crypto,false,true,Ambiguous term: cryptocurrency or cryptography?,"","","",""
Incident Management Software,Incident Management Software,true,false,"",4; 5,Cybersecurity & Information Security; IT Support & Network Administration,1,Technology & IT
Affinity Designer,Affinity Designer,true,false,"",9; 10,"UX/UI Design & Research; Visual Design, Animation & 3D",2,Design & Creative
Programming (R/Python),Programming (R/Python),false,true,Compound or non-atomic term,"","","",""
End Point Security,Endpoint Security,true,false,"",4,Cybersecurity & Information Security,1,Technology & IT
General Cyber Security,Cybersecurity,false,true,Too broad or domain-level,"","","",""
Database Schema Design,Database Schema Design,true,false,"",1; 3,"Software Development & Engineering; Data Science, Analytics & AI",1,Technology & IT
Fiscal Procedures,Fiscal Procedures,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Optometric Equipment,Optometric Equipment,false,true,"Broad category of tools, not a discrete skill","","","",""
Provisions,Provisions,false,false,"","","","",""
ATC Procedures,ATC Procedures,true,false,"",47,Aviation & Aerospace,7,"Engineering, Manufacturing & Supply Chain"
Legal Drafting Support,Legal Drafting Support,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Sla Knowledge,SLA Management,true,false,"",5; 19; 24,"IT Support & Network Administration; Customer Success, Service & Support; Procurement & Vendor Management",1; 3; 4,"Technology & IT; Sales, Marketing & Customer Success; Business, Finance & Legal"
Quality Engineering,Quality Engineering,true,false,"",7; 43,Software Quality Assurance; Manufacturing Quality Control,1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Vendor Performance Tracking,Vendor Performance Tracking,true,false,"",24; 40,Procurement & Vendor Management; Supply Chain & Logistics,4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Curriculum Theory,Curriculum Theory,false,false,"","","","",""
Material Development,Material Development,false,true,Too broad or ambiguous,"","","",""
Claims Adjudication,Claims Adjudication,true,false,"",23; 53,"Legal, Risk & Compliance; Health Informatics & Administration",4; 8,"Business, Finance & Legal; Healthcare & Life Sciences"
Virtual Assistance,Virtual Assistance,false,true,"Likely job function, not a skill","","","",""
Peeling Techniques,Peeling Techniques,true,false,"",61,Culinary & Food Services,10,"Hospitality, Retail & Events"
Ship Operations,Ship Operations,true,false,"",48,Marine & Maritime,7,"Engineering, Manufacturing & Supply Chain"
Research Reports,Research Report Writing,true,false,"",11,"Content Creation, Writing & Editing",2,Design & Creative
Curriculum Standards,Curriculum Standards,false,false,"","","","",""
Stage Setup,Stage Setup,true,false,"",64,Event Planning & Management,10,"Hospitality, Retail & Events"
Relationship Development,Relationship Development,true,false,"",15; 19; 34,"Sales & Business Development; Customer Success, Service & Support; Communication & Interpersonal Skills",3; 6,"Sales, Marketing & Customer Success; Leadership & Professional Development"
Heijunka (Leveling),Heijunka,true,false,"",41,"Lean, Six Sigma & Continuous Improvement",7,"Engineering, Manufacturing & Supply Chain"
Delivery Strategy,Delivery Strategy,true,true,"Ambiguous context (software, logistics, project?)",22; 32; 40,Strategy & Business Management; Project & Program Management; Supply Chain & Logistics,4; 6; 7,"Business, Finance & Legal; Leadership & Professional Development; Engineering, Manufacturing & Supply Chain"
Computer Networking,Computer Networking,true,false,"",5,IT Support & Network Administration,1,Technology & IT
Waste Collection Systems,Waste Collection Systems,true,false,"",38; 42,"Mechanical, Electrical & Civil Engineering; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Local Government Liaison,Local Government Liaison,true,false,"",17; 58,"Brand, Content & Communications Strategy; Public Administration & Policy",3; 9,"Sales, Marketing & Customer Success; Education & Human Services"
Change Management Facilitation,Change Management Facilitation,true,false,"",22; 32,Strategy & Business Management; Project & Program Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Nurses,Nurse,false,true,"Likely job title, not a skill","","","",""
Ad Scheduling,Ad Scheduling,true,false,"",16,Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
ICD Proficiency,ICD,true,false,"",53,Health Informatics & Administration,8,Healthcare & Life Sciences
Power Tools Operation,Power Tool Operation,true,false,"",44,Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Voip Systems,VoIP,true,false,"",5,IT Support & Network Administration,1,Technology & IT
Sales Training Programs,Sales Training,true,false,"",15; 30,Sales & Business Development; Learning & Development,3; 5,"Sales, Marketing & Customer Success; Human Resources & People Operations"
CEQA,CEQA,true,false,"",23; 42,"Legal, Risk & Compliance; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Software Testing,Software Testing,true,false,"",7,Software Quality Assurance,1,Technology & IT
Java,Java,true,false,"",1,Software Development & Engineering,1,Technology & IT
Cinema 4D,Cinema 4D,true,false,"",10,"Visual Design, Animation & 3D",2,Design & Creative
Metrics Tracking,Metric Tracking,true,true,Term is generic; context is required,21,Business Analysis & Intelligence,4,"Business, Finance & Legal"
Skin Physiology,Skin Physiology,true,false,"",50; 51,Biomedical Science & Pharmaceutical Research; Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Microsft Word,Microsoft Word,true,false,"",11; 35,"Content Creation, Writing & Editing; Personal Effectiveness & Productivity",2; 6,Design & Creative; Leadership & Professional Development
School Policy Development,School Policy Development,true,false,"",58,Public Administration & Policy,9,Education & Human Services
VLOOKUP: Vertical Lookup,Microsoft Excel,true,false,"",3; 21,"Data Science, Analytics & AI; Business Analysis & Intelligence",1; 4,"Technology & IT; Business, Finance & Legal"
Insurance Plans,Insurance Plan Management,true,false,"",20; 27,Finance & Accounting; Compensation & Benefits,4; 5,"Business, Finance & Legal; Human Resources & People Operations"
Request Escalation,Escalation Management,true,false,"",5; 19,"IT Support & Network Administration; Customer Success, Service & Support",1; 3,"Technology & IT; Sales, Marketing & Customer Success"
Ethical Compliance,Ethical Compliance,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Operational Briefings,Operational Briefing,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Medical Chart Documentation,Medical Chart Documentation,true,false,"",49; 53,Clinical Care & Nursing; Health Informatics & Administration,8,Healthcare & Life Sciences
Settlement Statement Preparation,Settlement Statement Preparation,true,false,"",20; 23,"Finance & Accounting; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Commercial Real Estate,Commercial Real Estate,false,false,"","","","",""
Ad Server Management,Ad Server Management,true,false,"",16,Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
Theory Teaching,Theory Teaching,true,false,"",30; 55,Learning & Development; Classroom Instruction & Tutoring,5; 9,Human Resources & People Operations; Education & Human Services
Timeline Coordination,Timeline Coordination,true,false,"",32,Project & Program Management,6,Leadership & Professional Development
Compensation Policies,Compensation Policy Management,true,false,"",27,Compensation & Benefits,5,Human Resources & People Operations
Digital Fabrication,Digital Fabrication,true,false,"",8; 39,Emerging Technologies & Innovation; Manufacturing & Production Operations,1; 7,"Technology & IT; Engineering, Manufacturing & Supply Chain"
Tool Design Principles,Tool Design,true,false,"",38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Bioprocess Development,Bioprocess Development,true,false,"",50,Biomedical Science & Pharmaceutical Research,8,Healthcare & Life Sciences
Sustainability Integration,Sustainability Integration,true,false,"",22; 42,"Strategy & Business Management; Health, Safety & Environment",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Programmed Data Processor,Programmed Data Processor,false,true,"Likely job title or system, not a skill","","","",""
HOW TO COMMUNICATE,Communication,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Working With Clients,Client Relationship Management,true,false,"",15; 19,"Sales & Business Development; Customer Success, Service & Support",3,"Sales, Marketing & Customer Success"
Technical Inquiry,Technical Inquiry Handling,true,false,"",5; 19,"IT Support & Network Administration; Customer Success, Service & Support",1; 3,"Technology & IT; Sales, Marketing & Customer Success"
Luxury Retail Sales,Luxury Retail Sales,true,false,"",15; 62,Sales & Business Development; Retail & E-Commerce Operations,3; 10,"Sales, Marketing & Customer Success; Hospitality, Retail & Events"
Accuracy Verification,Accuracy Verification,true,false,"",7; 21,Software Quality Assurance; Business Analysis & Intelligence,1; 4,"Technology & IT; Business, Finance & Legal"
Test Checklist,Test Case Development,true,false,"",7,Software Quality Assurance,1,Technology & IT
Technique Refinement,Technique Refinement,false,true,Too broad or abstract,"","","",""
Sawing & Cutting,Sawing and Cutting,true,false,"",39; 44,Manufacturing & Production Operations; Skilled Trades & Industrial Maintenance,7,"Engineering, Manufacturing & Supply Chain"
Material Requisition,Material Requisition,true,false,"",24; 40,Procurement & Vendor Management; Supply Chain & Logistics,4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Structure,Structure,false,true,Too broad or abstract,"","","",""
Nutritional Care,Nutritional Care,true,false,"",49; 51,Clinical Care & Nursing; Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Ownership Verification,Ownership Verification,true,false,"",23; 25,"Legal, Risk & Compliance; Real Estate & Property Management",4,"Business, Finance & Legal"
Multimeter Proficiency,Multimeter Usage,true,false,"",38; 44,"Mechanical, Electrical & Civil Engineering; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Flight Reports,Flight Reporting,true,false,"",47,Aviation & Aerospace,7,"Engineering, Manufacturing & Supply Chain"
Prosthetic Alignment,Prosthetic Alignment,true,false,"",51,Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Radio Communication Basics,Radio Communication,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
APA,APA Style,true,false,"",11,"Content Creation, Writing & Editing",2,Design & Creative
Middleware Knowledge,Middleware,true,true,Broad technology category,1; 6,Software Development & Engineering; Enterprise Systems & Applications,1,Technology & IT
Material Reconciliation,Material Reconciliation,true,false,"",20; 40,Finance & Accounting; Supply Chain & Logistics,4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Motor Skills Development,Motor Skills Development,true,false,"",51; 57,Allied Health & Therapeutic Services; Special Education & Student Support,8; 9,Healthcare & Life Sciences; Education & Human Services
Aging Report Analysis,Ageing Report Analysis,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Nuke Software,Nuke,true,false,"",10; 12,"Visual Design, Animation & 3D; Audio, Video & Media Production",2,Design & Creative
Digital File Management,Digital File Management,true,false,"",35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
Epic Software Proficiency,Epic,true,false,"",6; 53,Enterprise Systems & Applications; Health Informatics & Administration,1; 8,Technology & IT; Healthcare & Life Sciences
Architectural Research,Architectural Research,true,true,Cluster mapping uncertain,38,"Mechanical, Electrical & Civil Engineering",7,"Engineering, Manufacturing & Supply Chain"
Process Engineering,Process Engineering,true,false,"",39; 41,"Manufacturing & Production Operations; Lean, Six Sigma & Continuous Improvement",7,"Engineering, Manufacturing & Supply Chain"
Watershed Management,Watershed Management,true,false,"",38; 42,"Mechanical, Electrical & Civil Engineering; Health, Safety & Environment",7,"Engineering, Manufacturing & Supply Chain"
Argumentation,Argumentation,true,false,"",34,Communication & Interpersonal Skills,6,Leadership & Professional Development
Achieve Global Certified,Achieve Global Certified,false,true,"Vague credential, not a specific skill","","","",""
"Soql, Sosl Query","Soql, Sosl Query",false,true,Compound or non-atomic term,"","","",""
Intrapreneurship,Intrapreneurship,true,false,"",22,Strategy & Business Management,4,"Business, Finance & Legal"
Technology Advocacy,Technology Advocacy,true,false,"",17; 22,"Brand, Content & Communications Strategy; Strategy & Business Management",3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Color Calibration,Colour Calibration,true,false,"",10; 12; 14,"Visual Design, Animation & 3D; Audio, Video & Media Production; Photography & Videography",2,Design & Creative
Ducting,Ducting,true,false,"",38; 44,"Mechanical, Electrical & Civil Engineering; Skilled Trades & Industrial Maintenance",7,"Engineering, Manufacturing & Supply Chain"
Sound Localization,Sound Localisation,true,false,"",12,"Audio, Video & Media Production",2,Design & Creative
Cataract Surgery,Cataract Surgery,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Routine Choreography,Choreography,true,true,Cluster mapping uncertain,"","","",""
Microsoft Excel Training,Microsoft Excel Training,true,false,"",30; 33,"Learning & Development; Coaching, Mentoring & Training",5; 6,Human Resources & People Operations; Leadership & Professional Development
Premium Calculations,Premium Calculation,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Account Forecasting,Account Forecasting,true,false,"",15; 21,Sales & Business Development; Business Analysis & Intelligence,3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Medicare Supplements,Medicare Supplements,true,false,"",15; 53,Sales & Business Development; Health Informatics & Administration,3; 8,"Sales, Marketing & Customer Success; Healthcare & Life Sciences"
Lead Distribution,Lead Distribution,true,false,"",15; 16,Sales & Business Development; Digital Marketing & Growth,3,"Sales, Marketing & Customer Success"
Dialyzer Setup,Dialyser Setup,true,false,"",49,Clinical Care & Nursing,8,Healthcare & Life Sciences
Visionary Thinking,Visionary Thinking,false,false,"","","","",""
M&A Knowledge,Mergers and Acquisitions,true,false,"",20; 22; 23,"Finance & Accounting; Strategy & Business Management; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Regulatory Tracking,Regulatory Tracking,true,false,"",23,"Legal, Risk & Compliance",4,"Business, Finance & Legal"
Incontinence Therapy,Incontinence Therapy,true,false,"",49; 51,Clinical Care & Nursing; Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Dental Softwares,Dental Software,false,true,"Broad category, not a specific skill or tool","","","",""
Permit Administration,Permit Administration,true,false,"",23; 58,"Legal, Risk & Compliance; Public Administration & Policy",4; 9,"Business, Finance & Legal; Education & Human Services"
Nutanix,Nutanix,true,false,"",2; 5,DevOps & Cloud Infrastructure; IT Support & Network Administration,1,Technology & IT
Google Workspace,Google Workspace,true,false,"",35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
Customer Campaigns,Customer Campaign Management,true,false,"",16; 17,"Digital Marketing & Growth; Brand, Content & Communications Strategy",3,"Sales, Marketing & Customer Success"
Home Safety Assessments,Home Safety Assessment,true,false,"",42; 51; 59,"Health, Safety & Environment; Allied Health & Therapeutic Services; Community Outreach & Social Work",7; 8; 9,"Engineering, Manufacturing & Supply Chain; Healthcare & Life Sciences; Education & Human Services"
Ethics In Therapy,Therapeutic Ethics,true,false,"",51,Allied Health & Therapeutic Services,8,Healthcare & Life Sciences
Adaptive Reuse,Adaptive Reuse,true,false,"",25; 38,"Real Estate & Property Management; Mechanical, Electrical & Civil Engineering",4; 7,"Business, Finance & Legal; Engineering, Manufacturing & Supply Chain"
Vendor Selection,Vendor Selection,true,false,"",24,Procurement & Vendor Management,4,"Business, Finance & Legal"
Diagnosis-Related Group,Diagnosis-Related Group (DRG),true,false,"",53,Health Informatics & Administration,8,Healthcare & Life Sciences
Player Evaluation,Player Evaluation,true,false,"",3; 65,"Data Science, Analytics & AI; Sports, Fitness & Wellness",1; 10,"Technology & IT; Hospitality, Retail & Events"
Problem-Solving Capability,Problem Solving,true,false,"",35,Personal Effectiveness & Productivity,6,Leadership & Professional Development
IP Schemes,IP Addressing Schemes,true,true,Ambiguous acronym 'IP'; assumed Internet Protocol,5,IT Support & Network Administration,1,Technology & IT
Safe Work Environment,Workplace Safety Management,true,false,"",29; 42,"HR Operations & Compliance; Health, Safety & Environment",5; 7,"Human Resources & People Operations; Engineering, Manufacturing & Supply Chain"
Interaction Center Webclient,Interaction Centre WebClient,true,false,"",6; 19,"Enterprise Systems & Applications; Customer Success, Service & Support",1; 3,"Technology & IT; Sales, Marketing & Customer Success"
Patient Relations,Patient Relations,true,false,"",49; 53,Clinical Care & Nursing; Health Informatics & Administration,8,Healthcare & Life Sciences
Omni-Channel Strategy,Omnichannel Strategy,true,false,"",16; 17; 22,"Digital Marketing & Growth; Brand, Content & Communications Strategy; Strategy & Business Management",3; 4,"Sales, Marketing & Customer Success; Business, Finance & Legal"
Financial Crimes Investigations,Financial Crime Investigation,true,false,"",20; 23,"Finance & Accounting; Legal, Risk & Compliance",4,"Business, Finance & Legal"
Strategic Decisions,Strategic Decision Making,true,false,"",22; 31,Strategy & Business Management; Leadership & People Management,4; 6,"Business, Finance & Legal; Leadership & Professional Development"
Accounting Standards For Private Enterprises (Aspe),Accounting Standards For Private Enterprises,true,false,"",20,Finance & Accounting,4,"Business, Finance & Legal"
Linguistic Adaptability,Linguistic Adaptability,true,false,"",34; 37,Communication & Interpersonal Skills; Languages & Localization,6,Leadership & Professional Development
DSE,DSE,false,true,Unknown or ambiguous acronym,"","","",""
Support Engineers,Support Engineer,false,true,"Likely job title, not a skill","","","",""
Concert Planning,Concert Planning,true,false,"",64,Event Planning & Management,10,"Hospitality, Retail & Events"
Outreach,Outreach,true,true,Term is broad; context is needed,15; 16; 59,Sales & Business Development; Digital Marketing & Growth; Community Outreach & Social Work,3; 9,"Sales, Marketing & Customer Success; Education & Human Services"
Budget Impact Analysis,Budget Impact Analysis,true,false,"",20; 21,Finance & Accounting; Business Analysis & Intelligence,4,"Business, Finance & Legal"
Firmware Programming,Firmware Programming,true,false,"",1,Software Development & Engineering,1,Technology & IT
Client Base Development,Client Base Development,true,false,"",15,Sales & Business Development,3,"Sales, Marketing & Customer Success"
Microsoft Word,Microsoft Word,true,false,"",11; 35,"Content Creation, Writing & Editing; Personal Effectiveness & Productivity",2; 6,Design & Creative; Leadership & Professional Development
Licensed Practical Nurse (Lpn),Licensed Practical Nurse,false,true,"Likely job title or licence, not a skill","","","",""
